Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
2017-02-07 05:23:30.559849,2017-02-07 05:27:58.324828,TREC,No Augmentation,0.5528419686577808,3,467,2.09372854233,49.6644288301
2017-02-07 05:27:58.324941,2017-02-07 05:32:44.494173,TREC,No Augmentation,0.6020599913279624,3,467,2.00616288185,49.0759760141
2017-02-07 05:32:44.494287,2017-02-07 05:38:11.081543,TREC,No Augmentation,0.6575773191777937,3,501,2.03745317459,48.2109218836
2017-02-07 05:38:11.081662,2017-02-07 05:43:50.937063,TREC,No Augmentation,0.7212463990471711,3,502,1.93838357925,50.2572894096
2017-02-07 05:43:50.937178,2017-02-07 05:50:15.650159,TREC,No Augmentation,0.7958800173440752,3,540,1.80609619617,53.8102626801
2017-02-07 05:50:15.650276,2017-02-07 05:55:53.270437,TREC,No Augmentation,0.8860566476931633,3,406,2.00837635994,48.8826811314
2017-02-07 05:55:53.270626,2017-02-07 06:03:05.171230,TREC,No Augmentation,1.0,3,465,1.77636539936,55.3217828274
2017-02-07 06:03:05.171346,2017-02-07 06:03:38.562663,TREC,No Augmentation,0.01322826573375524,4,118,4.84783506393,0.0
2017-02-07 06:03:38.562761,2017-02-07 06:04:22.021250,TREC,No Augmentation,0.026872146400301333,4,247,2.95778727531,40.9090906382
2017-02-07 06:04:22.021352,2017-02-07 06:06:04.219199,TREC,No Augmentation,0.04095860767890647,4,465,2.74814605713,32.3529422283
2017-02-07 06:06:04.219298,2017-02-07 06:07:53.148781,TREC,No Augmentation,0.05551732784983132,4,552,2.5141222477,42.2222226858
2017-02-07 06:07:53.148885,2017-02-07 06:10:09.971605,TREC,No Augmentation,0.07058107428570726,4,586,2.38382339478,40.3508782387
2017-02-07 06:10:09.971703,2017-02-07 06:11:55.960784,TREC,No Augmentation,0.08618614761628329,4,435,2.82718157768,28.5714298487
2017-02-07 06:11:55.960873,2017-02-07 06:14:21.436815,TREC,No Augmentation,0.10237290870955862,4,673,2.99873757362,27.7108430862
2017-02-07 06:14:21.436918,2017-02-07 06:16:11.622550,TREC,No Augmentation,0.11918640771920863,4,422,2.9511039257,29.8969060183
2017-02-07 06:16:11.622645,2017-02-07 06:18:43.574178,TREC,No Augmentation,0.1366771398795441,4,620,2.40506720543,40.5405402184
2017-02-07 06:18:43.574273,2017-02-07 06:21:07.903230,TREC,No Augmentation,0.1549019599857432,4,594,2.49405145645,42.8571432829
2017-02-07 06:21:07.903337,2017-02-07 06:23:37.959171,TREC,No Augmentation,0.17392519729917355,4,553,2.65158677101,32.6241135597
2017-02-07 06:23:37.959267,2017-02-07 06:25:58.801558,TREC,No Augmentation,0.19382002601611292,4,557,2.44935393333,47.1337586641
2017-02-07 06:25:58.801656,2017-02-07 06:29:56.443801,TREC,No Augmentation,0.21467016498923297,4,814,2.37799406052,39.6551728249
2017-02-07 06:29:56.443891,2017-02-07 06:33:13.380460,TREC,No Augmentation,0.23657200643706267,4,718,2.36559319496,41.6666656733
2017-02-07 06:33:13.380559,2017-02-07 06:37:27.631140,TREC,No Augmentation,0.2596373105057561,4,856,2.37338638306,40.000000596
2017-02-07 06:37:27.631242,2017-02-07 06:41:39.777510,TREC,No Augmentation,0.2839966563652008,4,589,2.37245130539,43.4782594442
2017-02-07 06:41:39.777634,2017-02-07 06:44:57.657962,TREC,No Augmentation,0.30980391997148626,4,473,2.39291596413,43.4262961149
2017-02-07 06:44:57.658074,2017-02-07 06:48:36.235818,TREC,No Augmentation,0.3372421683184259,4,474,2.63960719109,39.1941398382
2017-02-07 06:48:36.235930,2017-02-07 06:52:49.261575,TREC,No Augmentation,0.36653154442041347,4,571,2.08541035652,47.6351350546
2017-02-07 06:52:49.261672,2017-02-07 06:57:01.071635,TREC,No Augmentation,0.3979400086720376,4,529,2.09399986267,50.6211161613
2017-02-07 06:57:01.071736,2017-02-07 07:00:34.672024,TREC,No Augmentation,0.431798275933005,4,432,2.08321976662,46.991404891
2017-02-07 07:00:34.672128,2017-02-07 07:05:06.793732,TREC,No Augmentation,0.46852108295774486,4,551,2.09285759926,42.7440643311
2017-02-07 07:05:06.793834,2017-02-07 07:09:54.025621,TREC,No Augmentation,0.5086383061657274,4,539,2.05725431442,47.445255518
2017-02-07 07:09:54.025754,2017-02-07 07:14:47.368185,TREC,No Augmentation,0.5528419686577808,4,588,1.88913226128,51.9015669823
2017-02-07 07:14:47.368305,2017-02-07 07:19:05.772167,TREC,No Augmentation,0.6020599913279624,4,498,1.84381449223,56.4681708813
